OperationId,OperationName,FieldKey,NonZeroCount,DistinctValueCount,SampleValues,TokenRenderings,SemanticSummary,Confidence,TriageBucket,TriageScore,TriageNotes,ContextTags,Notes
0,NONE,Multiplier[1],122,1,100,(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Noise,0,122 non-zero rows; multiplier-array noise.,,"122 non-zero observation(s) across 123 component row(s); example component ids: 11028, 25701, 25702, 25703, 25704, 25705, 25706, 25707, 25708, 25709, 25710, 25711. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
0,NONE,Multiplier[2],122,1,100,(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Noise,0,122 non-zero rows; multiplier-array noise.,,"122 non-zero observation(s) across 123 component row(s); example component ids: 11028, 25701, 25702, 25703, 25704, 25705, 25706, 25707, 25708, 25709, 25710, 25711. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
0,NONE,Multiplier[3],122,1,100,(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Noise,0,122 non-zero rows; multiplier-array noise.,,"122 non-zero observation(s) across 123 component row(s); example component ids: 11028, 25701, 25702, 25703, 25704, 25705, 25706, 25707, 25708, 25709, 25710, 25711. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
0,NONE,Multiplier[4],122,1,100,(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Noise,0,122 non-zero rows; multiplier-array noise.,,"122 non-zero observation(s) across 123 component row(s); example component ids: 11028, 25701, 25702, 25703, 25704, 25705, 25706, 25707, 25708, 25709, 25710, 25711. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
0,NONE,Multiplier[5],122,1,100,(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Noise,0,122 non-zero rows; multiplier-array noise.,,"122 non-zero observation(s) across 123 component row(s); example component ids: 11028, 25701, 25702, 25703, 25704, 25705, 25706, 25707, 25708, 25709, 25710, 25711. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
0,NONE,Multiplier[6],122,1,100,(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Noise,0,122 non-zero rows; multiplier-array noise.,,"122 non-zero observation(s) across 123 component row(s); example component ids: 11028, 25701, 25702, 25703, 25704, 25705, 25706, 25707, 25708, 25709, 25710, 25711. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
0,NONE,Multiplier[7],122,1,100,(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Noise,0,122 non-zero rows; multiplier-array noise.,,"122 non-zero observation(s) across 123 component row(s); example component ids: 11028, 25701, 25702, 25703, 25704, 25705, 25706, 25707, 25708, 25709, 25710, 25711. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
37,RANK_CHANGE,Value08,31,1,1,(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Low,3,Low-signal unknown field.,,"31 non-zero observation(s) across 31 component row(s); example component ids: 13187, 13188, 13189, 13190, 13199, 14704, 14705, 14706, 14707, 14711, 14712, 14713. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
37,RANK_CHANGE,Value[0],22,12,"11, 15, 23, 26, 39, 40, 41, 42, 43, 44, 45, 8",(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Low,35,12 distinct values; generic value slot.,,"22 non-zero observation(s) across 31 component row(s); example component ids: 13187, 13188, 13189, 13190, 13199, 14704, 14705, 14706, 14707, 14711, 14712, 14713. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
37,RANK_CHANGE,Value[1],6,5,"10, 11, 12, 8, 9",(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Low,20,generic value slot.,,"6 non-zero observation(s) across 31 component row(s); example component ids: 15862, 26960, 26961, 26962, 26963, 26964. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
37,RANK_CHANGE,Multiplier[0],31,1,100,(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Noise,0,multiplier-array noise.,,"31 non-zero observation(s) across 31 component row(s); example component ids: 13187, 13188, 13189, 13190, 13199, 14704, 14705, 14706, 14707, 14711, 14712, 14713. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
37,RANK_CHANGE,Multiplier[1],31,1,100,(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Noise,0,multiplier-array noise.,,"31 non-zero observation(s) across 31 component row(s); example component ids: 13187, 13188, 13189, 13190, 13199, 14704, 14705, 14706, 14707, 14711, 14712, 14713. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
37,RANK_CHANGE,Multiplier[2],31,1,100,(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Noise,0,multiplier-array noise.,,"31 non-zero observation(s) across 31 component row(s); example component ids: 13187, 13188, 13189, 13190, 13199, 14704, 14705, 14706, 14707, 14711, 14712, 14713. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
37,RANK_CHANGE,Multiplier[3],31,1,100,(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Noise,0,multiplier-array noise.,,"31 non-zero observation(s) across 31 component row(s); example component ids: 13187, 13188, 13189, 13190, 13199, 14704, 14705, 14706, 14707, 14711, 14712, 14713. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
37,RANK_CHANGE,Multiplier[4],31,1,100,(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Noise,0,multiplier-array noise.,,"31 non-zero observation(s) across 31 component row(s); example component ids: 13187, 13188, 13189, 13190, 13199, 14704, 14705, 14706, 14707, 14711, 14712, 14713. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
37,RANK_CHANGE,Multiplier[5],31,1,100,(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Noise,0,multiplier-array noise.,,"31 non-zero observation(s) across 31 component row(s); example component ids: 13187, 13188, 13189, 13190, 13199, 14704, 14705, 14706, 14707, 14711, 14712, 14713. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
37,RANK_CHANGE,Multiplier[6],31,1,100,(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Noise,0,multiplier-array noise.,,"31 non-zero observation(s) across 31 component row(s); example component ids: 13187, 13188, 13189, 13190, 13199, 14704, 14705, 14706, 14707, 14711, 14712, 14713. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
37,RANK_CHANGE,Multiplier[7],31,1,100,(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Noise,0,multiplier-array noise.,,"31 non-zero observation(s) across 31 component row(s); example component ids: 13187, 13188, 13189, 13190, 13199, 14704, 14705, 14706, 14707, 14711, 14712, 14713. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
37,RANK_CHANGE,ExtData[0].Val1,29,2,"1, 2",(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Low,40,ext-data slot.,,"29 non-zero observation(s) across 31 component row(s); example component ids: 13187, 13188, 13189, 13190, 13199, 14704, 14705, 14706, 14707, 14711, 14712, 14713. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
37,RANK_CHANGE,ExtData[0].Val2,28,3,"10, 17, 77",(none),ExtData slot 0 Val2 — ComponentOperation type code for this ext-data expression slot.,Inferred,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,,"28 non-zero observation(s) across 31 component row(s); example component ids: 13187, 13188, 13189, 13190, 13199, 14704, 14705, 14706, 14707, 14711, 14712, 14713. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. Across all component operations in the extracted client BIN, ExtData Val2 consistently encodes a ComponentOperation-family type code identifying what kind of effect the slot describes (DAMAGE, STAT_CHANGE, HEAL, AP_CHANGE, etc.). 6 of 28 observed values (21%) resolve to a named ComponentOperation. Dominant observed values: 77 x22, 17=AP_REGEN_CHANGE x4, 10=RESSURRECT x2. Values not yet present in the ComponentOperation enum represent undocumented operation type codes observed in client data."
37,RANK_CHANGE,ExtData[0].Val3,29,6,"1, 3, 4, 5, 6, 7",(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Low,48,ext-data slot.,,"29 non-zero observation(s) across 31 component row(s); example component ids: 13187, 13188, 13189, 13190, 13199, 14704, 14705, 14706, 14707, 14711, 14712, 14713. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
37,RANK_CHANGE,ExtData[0].Val4,29,1,8,(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Low,38,ext-data slot.,,"29 non-zero observation(s) across 31 component row(s); example component ids: 13187, 13188, 13189, 13190, 13199, 14704, 14705, 14706, 14707, 14711, 14712, 14713. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
37,RANK_CHANGE,ExtData[0].Val5,4,1,3,(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Low,37,ext-data slot.,,"4 non-zero observation(s) across 31 component row(s); example component ids: 15684, 15689, 19101, 19102. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
37,RANK_CHANGE,ExtData[0].Val6,5,4,"1, 2, 3, 9427",(none),This field includes raw values that match known RequirementId rows in abilityrequirementexport.bin.,Inferred,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,,"5 non-zero observation(s) across 31 component row(s); example component ids: 15684, 15689, 26897, 26898, 26899. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. 1 distinct value(s) in this field match known RequirementId rows; example requirement ids: 9427."
37,RANK_CHANGE,ExtData[0].Val7,23,12,"11, 14, 15, 16, 2, 22, 25, 27, 38, 39, 40, 92",(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Low,60,12 distinct values; ext-data slot.,,"23 non-zero observation(s) across 31 component row(s); example component ids: 13187, 13188, 13189, 13190, 13199, 14704, 14705, 14706, 14707, 14711, 14712, 14713. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
37,RANK_CHANGE,ExtData[1].Val1,29,2,"1, 2",(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Low,40,ext-data slot.,,"29 non-zero observation(s) across 31 component row(s); example component ids: 13187, 13188, 13189, 13190, 13199, 14704, 14705, 14706, 14707, 14711, 14712, 14713. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
37,RANK_CHANGE,ExtData[1].Val2,19,3,"10, 4, 77",(none),ExtData slot 1 Val2 — ComponentOperation type code for this ext-data expression slot.,Inferred,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,,"19 non-zero observation(s) across 31 component row(s); example component ids: 13187, 13188, 13189, 13190, 13199, 14704, 14705, 14706, 14707, 14711, 14712, 14713. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. Across all component operations in the extracted client BIN, ExtData Val2 consistently encodes a ComponentOperation-family type code identifying what kind of effect the slot describes (DAMAGE, STAT_CHANGE, HEAL, AP_CHANGE, etc.). 17 of 19 observed values (89%) resolve to a named ComponentOperation. Dominant observed values: 10=RESSURRECT x13, 4=DAMAGE_CHANGE x4, 77 x2. Values not yet present in the ComponentOperation enum represent undocumented operation type codes observed in client data."
37,RANK_CHANGE,ExtData[1].Val3,29,4,"3, 4, 5, 6",(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Low,44,ext-data slot.,,"29 non-zero observation(s) across 31 component row(s); example component ids: 13187, 13188, 13189, 13190, 13199, 14704, 14705, 14706, 14707, 14711, 14712, 14713. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
